Date,K1,K13,K14,K18,K19,K27,K31,K32,K35,K36,K38,K39,K40,K41,K43,K44,K45,K47,K48,K49,K50,K51,K53,K54,K55,K56,K58,K7,K9
2017-01,1798.557373,1800.22168,1870.012939,1498.988281,1506.61438,1461.576294,1455.270386,1448.153076,1464.358643,1454.261597,1492.847778,1505.005615,1625.141357,1624.741699,1541.29248,1535.715942,1461.651367,1458.670166,1460.777832,1460.518433,1465.062988,1457.918213,1459.042847,1861.948853,1853.653198,1852.543335,1835.643433,1499.869385,1873.638184
2017-02,1797.91394,1799.538574,1869.268188,1498.736694,1506.279907,1461.454346,1454.964233,1447.871582,1464.192383,1453.847778,1492.529541,1504.862915,1624.7948,1624.298218,1540.371582,1534.738403,1461.382935,1458.317993,1460.251343,1460.066162,1464.564331,1457.411743,1458.753174,1861.422241,1853.195679,1852.079956,1835.123169,1499.709106,1873.007568
2017-03,1796.297485,1797.776001,1868.647949,1498.506226,1505.878052,1461.255615,1454.58313,1446.497437,1464.03833,1453.102783,1491.617798,1504.666138,1624.269653,1622.134033,1537.866211,1532.173828,1460.751831,1457.743896,1459.424683,1459.321167,1463.340698,1456.102051,1458.272095,1860.792603,1852.531738,1851.404663,1834.005249,1499.435059,1872.425415
2017-04,1797.433228,1799.0271,1867.925537,1498.264893,1505.4198,1461.241333,1454.244629,1447.515137,1463.888062,1453.207031,1491.973633,1504.655884,1624.246338,1624.912964,1539.633911,1533.879761,1460.075928,1457.477417,1459.294556,1459.139771,1464.206421,1457.090942,1457.900269,1860.427124,1852.424316,1851.335938,1834.547241,1499.17749,1871.777466
2017-05,1794.696533,1796.108765,1867.147583,1498.016357,1505.019409,1460.937744,1453.793335,1445.019043,1463.713989,1452.123413,1490.581787,1504.4021,1623.59314,1620.575562,1535.480591,1529.666016,1459.272095,1456.695435,1458.359009,1458.186035,1462.184448,1454.887085,1457.222534,1859.489868,1851.369141,1850.241089,1832.70105,1498.761597,1871.063721
2017-06,1795.750122,1797.230347,1866.444092,1497.755371,1504.474243,1460.689697,1453.460083,1446.246094,1463.530884,1452.159668,1490.696777,1504.34668,1623.503662,1623.296631,1537.05188,1531.176636,1458.396118,1456.236938,1458.133179,1457.860718,1462.989014,1455.809937,1456.52478,1858.447998,1850.179077,1849.09021,1832.011108,1498.429932,1870.295288
2017-07,1796.472046,1798.15271,1865.61084,1497.490479,1503.878784,1460.404541,1453.043579,1446.306152,1463.337891,1452.223389,1490.966431,1504.321777,1623.593506,1625.113159,1538.412476,1532.482422,1457.156494,1455.776001,1458.078979,1457.62085,1463.590088,1456.482178,1455.72229,1857.358398,1848.97937,1847.941284,1831.575439,1498.070435,1869.462891
2017-08,1797.093872,1799.016235,1864.852661,1497.213135,1503.357544,1460.206421,1452.758545,1446.522217,1463.146729,1452.289551,1491.335205,1504.288696,1623.76123,1626.65271,1539.844604,1533.87146,1456.578613,1455.418945,1458.159668,1457.483765,1464.122925,1457.068726,1455.140381,1856.46875,1848.101563,1847.102051,1831.479492,1497.835083,1868.592285
2017-09,1797.601685,1799.759399,1864.126099,1496.926636,1502.913086,1460.033447,1452.576172,1446.563965,1462.962769,1452.300415,1491.65686,1504.238281,1623.957397,1627.930786,1541.276611,1535.269409,1456.020996,1455.155151,1458.23584,1457.367432,1464.560303,1457.548462,1454.80957,1855.687012,1847.405396,1846.416748,1831.438232,1497.602417,1867.712524
2017-10,1795.380249,1797.449463,1864.112793,1496.71875,1502.650757,1460.095337,1452.417114,1444.316284,1462.910767,1451.475586,1490.660645,1504.04895,1623.687378,1624.408569,1538.368042,1532.342651,1456.304565,1454.713989,1457.550659,1456.701416,1462.900269,1455.733398,1454.648438,1855.70105,1847.474365,1846.461914,1830.947388,1497.401123,1867.220215
2017-11,1793.807861,1795.673584,1863.577637,1496.47522,1502.351929,1459.954224,1452.157715,1443.064819,1462.785156,1450.588989,1489.630127,1503.796021,1623.204712,1622.312256,1536.122803,1530.07666,1455.979004,1454.191895,1456.606323,1455.895874,1461.663696,1454.41272,1454.298828,1855.433228,1847.219604,1846.177124,1830.07312,1497.146118,1866.596802
2017-12,1793.229614,1794.96814,1863.294312,1496.261475,1502.111206,1460.00708,1451.982666,1442.968262,1462.709229,1450.150146,1489.194458,1503.652588,1622.903076,1622.005981,1535.238647,1529.164429,1455.961792,1453.874512,1455.918213,1455.36792,1461.169312,1453.918091,1454.107788,1855.376831,1847.200928,1846.144165,1829.814819,1496.994507,1866.127319
2018-01,1792.60498,1794.265747,1862.511475,1496.011475,1501.807983,1459.863525,1451.702881,1442.754639,1462.558228,1449.725586,1488.842041,1503.491699,1622.553223,1621.552246,1534.297119,1528.181519,1455.800537,1453.554321,1455.338013,1454.902344,1460.670532,1453.41394,1453.867676,1854.91748,1846.804688,1845.732056,1829.293579,1496.832275,1865.487427
2018-02,1791.98877,1793.595337,1861.783813,1495.771851,1501.497192,1459.770142,1451.443848,1442.545044,1462.415894,1449.367188,1488.53772,1503.355347,1622.232178,1621.099976,1533.372925,1527.207886,1455.59729,1453.255981,1454.856079,1454.502319,1460.203491,1452.94104,1453.635132,1854.401733,1846.351685,1845.272461,1828.760376,1496.68457,1864.869751
2018-03,1790.374634,1791.820801,1861.047363,1495.541382,1501.105225,1459.557251,1451.07959,1441.203735,1462.26355,1448.64856,1487.629761,1503.150757,1621.706543,1618.790283,1530.844604,1524.625,1455.005249,1452.720947,1454.069702,1453.799927,1458.994019,1451.647339,1453.191895,1853.690063,1845.608521,1844.515259,1827.546387,1496.412109,1864.240845
2018-04,1791.534668,1793.07666,1860.306152,1495.308472,1500.665405,1459.570801,1450.776733,1442.302368,1462.129761,1448.795288,1487.989136,1503.142822,1621.692017,1621.661255,1532.61084,1526.334106,1454.370605,1452.496704,1453.970093,1453.658691,1459.887817,1452.667725,1452.86377,1853.300293,1845.473877,1844.418701,1828.0354,1496.162842,1863.581787
2018-05,1788.809692,1790.161987,1859.560425,1495.072998,1500.287964,1459.299194,1450.373413,1439.850586,1461.980591,1447.773071,1486.62085,1502.898315,1621.06604,1617.171509,1528.452881,1522.119873,1453.620728,1451.767822,1453.091064,1452.763306,1457.887085,1450.488892,1452.24231,1852.371094,1844.419556,1843.325195,1826.184692,1495.762451,1862.885132
2018-06,1789.887085,1791.293091,1858.886353,1494.825317,1499.766602,1459.076294,1450.081787,1441.157349,1461.822021,1447.857666,1486.743408,1502.851318,1620.990967,1619.946899,1530.027954,1523.63855,1452.792847,1451.355347,1452.900879,1452.481079,1458.719116,1451.44397,1451.594482,1851.34082,1843.230347,1842.174438,1825.471802,1495.443848,1862.139771
2018-07,1790.640503,1792.236938,1858.084839,1494.573486,1499.192017,1458.815063,1449.703979,1441.306519,1461.652954,1447.97644,1487.0271,1502.835205,1621.096558,1621.887817,1531.39978,1524.95874,1451.59436,1450.940918,1452.888306,1452.289795,1459.354126,1452.154175,1450.839111,1850.263916,1842.031494,1841.026367,1825.024292,1495.096802,1861.334595
2018-08,1791.298462,1793.132568,1857.35498,1494.309448,1498.688232,1458.640015,1449.453125,1441.58728,1461.485229,1448.095825,1487.414673,1502.811157,1621.28418,1623.518921,1532.851563,1526.36853,1451.055298,1450.626587,1453.012329,1452.201904,1459.925537,1452.782104,1450.295044,1849.389282,1841.158447,1840.192139,1824.931519,1494.872314,1860.492065
2018-09,1790.154785,1791.827271,1856.661865,1494.031128,1498.398682,1458.202271,1449.180908,1440.606812,1461.250854,1447.611572,1487.210815,1502.079712,1620.616943,1620.670532,1530.866821,1524.474976,1451.090454,1450.070801,1452.603638,1451.697266,1459.065796,1451.852417,1449.827026,1849.065308,1841.042725,1840.060303,1824.862183,1494.709106,1859.704102
2018-10,1789.073975,1790.584961,1856.411255,1493.780762,1498.199341,1458.088379,1448.963989,1440.116943,1461.073975,1447.175415,1486.85144,1501.435669,1619.645996,1618.209106,1529.063477,1522.718628,1451.04187,1449.580933,1452.093018,1451.182861,1458.26709,1451.01416,1449.508911,1848.938965,1841.003418,1840.006836,1824.639771,1494.568481,1859.181641
2018-11,1787.035645,1788.301147,1856.186523,1493.532227,1497.928955,1457.854858,1448.603027,1438.675903,1460.897339,1446.401001,1485.859009,1500.772461,1618.297729,1614.139526,1525.802856,1519.486084,1450.54895,1448.877808,1451.186035,1450.338379,1456.753906,1449.39978,1448.997437,1848.68103,1840.689087,1839.668335,1823.688232,1494.283813,1858.751587
2018-12,1787.745728,1789.005981,1855.469849,1493.231323,1497.547852,1457.707153,1448.161011,1439.652222,1460.665161,1446.401367,1486.089844,1500.295166,1617.253662,1615.135742,1526.711182,1520.420898,1449.890381,1448.438477,1450.863647,1449.986572,1457.31543,1450.072388,1448.525024,1848.436157,1840.690063,1839.689575,1824.128174,1493.957886,1858.126343
2019-01,1784.609985,1785.629272,1854.856079,1492.931641,1497.228638,1457.36084,1447.629028,1437.119141,1460.437744,1445.283447,1484.619995,1499.63623,1615.620239,1609.005371,1521.894287,1515.614136,1449.117065,1447.531494,1449.778809,1448.912354,1455.026611,1447.596313,1447.794067,1847.680054,1839.786255,1838.737061,1822.265259,1493.477783,1857.508057
2019-02,1785.29126,1786.297485,1854.221436,1492.608765,1496.744995,1457.035889,1447.178223,1438.360718,1460.190186,1445.256714,1484.632202,1499.196533,1614.468506,1610.075806,1522.737427,1516.479736,1448.236694,1446.938721,1449.358276,1448.43811,1455.572998,1448.254639,1447.024536,1846.747925,1838.674072,1837.652954,1821.467285,1493.05957,1856.810669
2019-03,1785.665894,1786.797119,1853.447021,1492.278442,1496.195557,1456.683228,1446.635498,1438.463867,1459.932983,1445.274902,1484.812988,1498.816284,1613.485596,1610.353271,1523.338257,1517.109253,1446.973022,1446.355713,1449.120239,1448.066772,1455.935547,1448.680298,1446.148438,1845.739258,1837.521729,1836.542969,1820.924927,1492.60376,1856.046631
2019-04,1785.955688,1787.265503,1852.696899,1491.93103,1495.701904,1456.409302,1446.207153,1438.685791,1459.672241,1445.290527,1485.099243,1498.447998,1612.580322,1610.415771,1523.97998,1517.787964,1446.353638,1445.875122,1449.021973,1447.803833,1456.245728,1449.033203,1445.4729,1844.887329,1836.653687,1835.705933,1820.714966,1492.259399,1855.222778
2019-05,1786.149414,1787.643677,1851.985596,1491.574707,1495.276611,1456.170898,1445.882202,1438.742798,1459.421387,1445.25708,1485.345581,1498.084229,1611.722412,1610.282471,1524.607056,1518.459351,1445.750244,1445.491455,1448.938477,1447.575928,1456.478638,1449.295288,1445.039917,1844.133301,1835.960083,1835.016113,1820.574463,1491.914551,1854.386475
2019-06,1783.435547,1784.7323,1851.208862,1491.219604,1494.937744,1455.781372,1445.397949,1436.233032,1459.14209,1444.187988,1484.208984,1497.262573,1610.217041,1604.625366,1520.720947,1514.629883,1445.753418,1444.736816,1447.986816,1446.644409,1454.482544,1447.128906,1444.526611,1843.623901,1835.542969,1834.556885,1819.502319,1491.502441,1853.561401
2019-07,1781.400513,1782.427002,1850.45166,1490.868042,1494.620361,1455.512085,1444.932129,1434.834106,1458.86377,1443.157349,1483.066406,1496.47583,1608.554077,1600.433594,1517.639771,1511.592407,1445.235229,1443.961548,1446.82605,1445.623657,1452.957031,1445.513062,1443.932617,1843.114868,1835.047852,1834.028809,1818.269897,1491.069824,1852.774536
2019-08,1780.33252,1781.161865,1849.714355,1490.520264,1494.334106,1455.336548,1444.48877,1434.556885,1458.596924,1442.511353,1482.481689,1495.802734,1606.974243,1598.036621,1515.901611,1509.889526,1445.00647,1443.364258,1445.880249,1444.844971,1452.161133,1444.708618,1443.466797,1842.665649,1834.646118,1833.602417,1817.493042,1490.708374,1852.032227
2019-09,1779.284546,1779.978027,1849.012451,1490.179688,1494.042114,1455.149536,1444.057617,1434.293213,1458.343506,1442.001099,1482.027222,1495.200195,1605.43396,1595.607178,1514.18811,1508.201904,1444.729614,1442.834595,1445.084839,1444.183228,1451.410889,1443.948364,1443.047974,1842.158447,1834.168213,1833.108643,1816.768433,1490.381592,1851.343872
2019-10,1778.280518,1778.879883,1848.544067,1489.864868,1493.759644,1455.022339,1443.680298,1434.08667,1458.13501,1441.60498,1481.638062,1494.67041,1603.961914,1593.218262,1512.536011,1506.568237,1444.451782,1442.36377,1444.408813,1443.614624,1450.717041,1443.243774,1442.677979,1841.761841,1833.78186,1832.7146,1816.20105,1490.086792,1850.797852
2019-11,1776.479736,1776.943359,1849.643799,1489.701294,1493.56897,1455.238037,1443.551147,1433.116577,1458.185181,1441.223511,1480.803101,1494.282837,1602.660645,1589.21936,1509.561279,1503.615601,1444.054688,1441.873413,1443.606201,1442.937744,1449.421509,1441.87085,1442.370605,1842.297485,1834.119995,1833.062256,1816.02478,1489.824341,1851.017456
2019-12,1777.430908,1778.008545,1849.94458,1489.472656,1493.242065,1455.283691,1443.284302,1434.475952,1458.142334,1441.537109,1481.153076,1494.025391,1601.625488,1590.476563,1510.713257,1504.789795,1443.496094,1441.619629,1443.395752,1442.739868,1450.185425,1442.760498,1442.057373,1842.82666,1834.792114,1833.766846,1817.291992,1489.517578,1851.0354
2020-01,1774.446411,1774.908691,1849.711304,1489.197388,1492.919556,1454.949585,1442.803833,1432.111084,1458.001953,1440.585327,1479.752197,1493.501953,1600.077637,1583.970581,1506.018677,1500.097778,1442.76123,1440.838501,1442.428833,1441.789795,1448.02771,1440.417114,1441.407715,1842.471436,1834.247681,1833.173218,1815.950195,1489.016724,1850.81543
2020-02,1775.246948,1775.7854,1848.971924,1488.859741,1492.391479,1454.556885,1442.311401,1433.426514,1457.757446,1440.587769,1479.754761,1493.118896,1598.829346,1584.878174,1506.931885,1501.018799,1441.848877,1440.299561,1442.061646,1441.370972,1448.668457,1441.169067,1440.646606,1841.580933,1833.182007,1832.130371,1815.302368,1488.538086,1850.264771
2020-03,1775.751221,1776.484863,1848.126953,1488.518555,1491.80542,1454.202759,1441.752075,1433.604736,1457.50293,1440.638184,1479.926025,1492.785156,1597.748169,1585.091431,1507.610107,1501.707764,1440.554688,1439.767456,1441.886841,1441.05957,1449.128906,1441.692505,1439.786255,1840.571655,1832.04126,1831.032715,1814.848999,1488.029907,1849.601074
2020-04,1776.175415,1777.147461,1847.349731,1488.165527,1491.281128,1453.943115,1441.324341,1433.879395,1457.249634,1440.689453,1480.206177,1492.458984,1596.755981,1585.143311,1508.337891,1502.453247,1439.914673,1439.333984,1441.856689,1440.857666,1449.539917,1442.145874,1439.125732,1839.721802,1831.189819,1830.214478,1814.718506,1487.640625,1848.864136
2020-05,1776.508911,1777.719604,1846.692383,1487.811523,1490.835571,1453.738647,1441.023315,1433.999268,1457.018188,1440.705322,1480.453491,1492.139282,1595.832397,1585.031494,1509.06311,1503.204468,1439.307373,1439.000732,1441.85376,1440.69812,1449.877686,1442.512695,1438.714478,1839.012695,1830.55249,1829.583984,1814.689209,1487.26416,1848.131958
2020-06,1773.950684,1775.026001,1846.372559,1487.495239,1490.524414,1453.495483,1440.660278,1431.603516,1456.825195,1439.776367,1479.363892,1491.404785,1594.491943,1578.977905,1505.29834,1499.485596,1439.400513,1438.347168,1441.042603,1439.88623,1447.99939,1440.464111,1438.294189,1838.828369,1830.446899,1829.445679,1813.992554,1486.866211,1847.588989
2020-07,1772.018433,1772.872925,1845.724487,1487.153687,1490.202637,1453.224121,1440.234253,1430.234985,1456.578857,1438.797852,1478.223511,1490.658081,1592.962891,1574.073486,1502.277222,1496.50061,1438.916138,1437.63269,1439.980957,1438.942017,1446.550781,1438.922363,1437.74353,1838.454224,1830.095459,1829.060181,1812.948364,1486.421265,1846.958374
2020-08,1771.060425,1771.752075,1845.168701,1486.82251,1489.923828,1453.101563,1439.849121,1430.008789,1456.354736,1438.210938,1477.638794,1490.025757,1591.504761,1570.905762,1500.599731,1494.854614,1438.737183,1437.0979,1439.116211,1438.231689,1445.831421,1438.194336,1437.330566,1838.17749,1829.870239,1828.81189,1812.376099,1486.056274,1846.390381
2020-09,1770.096558,1770.675659,1844.440186,1486.480591,1489.619507,1452.89917,1439.429443,1429.749756,1456.109863,1437.709961,1477.164673,1489.436523,1590.045166,1567.532227,1498.909912,1493.188843,1438.478638,1436.604126,1438.370605,1437.610107,1445.136353,1437.488403,1436.933228,1837.702881,1829.442749,1828.366211,1811.718628,1485.709106,1845.779175
2020-10,1769.1604,1769.659912,1843.861938,1486.15625,1489.317017,1452.752686,1439.046875,1429.526367,1455.894165,1437.300903,1476.747803,1488.907593,1588.644897,1564.048584,1497.259888,1491.556885,1438.202271,1436.155151,1437.729858,1437.067261,1444.48584,1436.82605,1436.571899,1837.258423,1829.032471,1827.946289,1811.132935,1485.387451,1845.24939
2020-11,1767.239624,1767.584595,1843.460815,1485.857544,1488.955933,1452.534546,1438.602905,1428.208008,1455.70459,1436.588257,1475.752319,1488.358154,1587.240845,1558.079102,1494.088135,1488.399292,1437.573486,1435.519165,1436.842041,1436.27417,1443.109375,1435.358521,1436.057983,1836.761108,1828.459229,1827.358643,1810.012817,1484.966919,1844.815552
2020-12,1768.123901,1768.527588,1842.811768,1485.536865,1488.515015,1452.458008,1438.156982,1429.351318,1455.498901,1436.67627,1475.973145,1487.98877,1586.044556,1557.94043,1495.118652,1489.444824,1436.838623,1435.156006,1436.557861,1435.98584,1443.83667,1436.205078,1435.608032,1836.462036,1828.388428,1827.318115,1810.467163,1484.543701,1844.275757
